accident_id,source,year,month,day_of_week,state,vehicle_1,vehicle_2,vehicles_involved,party_age_group,victim_age_group,cause_of_accident,weather_condition,road_condition,lighting_condition,fatalities,injuries,casualties,severity
KAG_000760,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,31-50,31-50,No Distancing,Raining,Wet Or Damp,Darkness - Lights Lit,0,0,6,Minor
KAG_000761,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,3,18-30,Unknown,No Priority To Vehicle,Normal,Dry,Darkness - Lights Lit,0,0,2,Minor
KAG_000762,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,18-30,Over 51,Overtaking,Fog Or Mist,Snow,Darkness - Lights Lit,0,0,1,Minor
KAG_000763,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,31-50,Unknown,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_000764,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,Over 51,18-30,No Priority To Vehicle,Normal,Wet Or Damp,Darkness - Lights Lit,0,0,2,Minor
KAG_000765,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,18-30,Under 18,Driving Carelessly,Normal,Wet Or Damp,Darkness - Lights Lit,0,0,2,Minor
KAG_000766,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,31-50,18-30,Changing Lane To The Left,Normal,Dry,Daylight,0,0,1,Minor
KAG_000767,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,1,Unknown,31-50,Changing Lane To The Left,Normal,Dry,Daylight,0,0,1,Minor
KAG_000768,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,1,Unknown,Unknown,Changing Lane To The Left,Normal,Wet Or Damp,Daylight,0,0,1,Minor
KAG_000769,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,31-50,18-30,Driving To The Left,Other,Wet Or Damp,Daylight,0,0,1,Minor
KAG_000770,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,Over 51,Over 51,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_000771,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,1,31-50,Unknown,Driving Under The Influence Of Drugs,Normal,Dry,Daylight,0,0,2,Minor
KAG_000772,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,18-30,Unknown,No Priority To Vehicle,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_000773,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,1,31-50,Unknown,No Distancing,Raining,Wet Or Damp,Darkness - Lights Lit,0,0,1,Serious
KAG_000774,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,1,Unknown,31-50,No Priority To Vehicle,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_000775,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,31-50,Unknown,Overturning,Normal,Dry,Daylight,0,0,1,Minor
KAG_000776,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,31-50,31-50,No Priority To Vehicle,Normal,Dry,Darkness - Lights Lit,0,0,2,Minor
KAG_000777,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,1,31-50,Unknown,No Distancing,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_000778,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,31-50,18-30,Driving Under The Influence Of Drugs,Normal,Wet Or Damp,Daylight,0,0,1,Minor
KAG_000779,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,1,31-50,31-50,Changing Lane To The Right,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_000780,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,1,31-50,Unknown,Driving Under The Influence Of Drugs,Raining,Wet Or Damp,Daylight,0,0,1,Minor
KAG_000781,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,Unknown,18-30,Driving Carelessly,Normal,Dry,Daylight,0,0,1,Minor
KAG_000782,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,3,18-30,Under 18,No Distancing,Normal,Dry,Daylight,0,0,3,Minor
KAG_000783,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,3,18-30,Under 18,Changing Lane To The Left,Normal,Dry,Daylight,0,0,3,Minor
KAG_000784,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,Over 51,18-30,Overtaking,Normal,Dry,Daylight,0,0,1,Minor
KAG_000785,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,18-30,Unknown,No Distancing,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_000786,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,31-50,18-30,No Priority To Vehicle,Normal,Dry,Daylight,0,0,1,Minor
KAG_000787,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,Under 18,Unknown,Moving Backward,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_000788,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,1,Over 51,Under 18,Changing Lane To The Right,Normal,Dry,Daylight,0,0,1,Minor
KAG_000789,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,31-50,Over 51,No Priority To Vehicle,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_000790,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,18-30,Unknown,No Priority To Vehicle,Normal,Dry,Daylight,0,0,2,Minor
KAG_000791,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,31-50,Unknown,No Priority To Vehicle,Normal,Dry,Daylight,0,0,2,Minor
KAG_000792,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,18-30,Under 18,Moving Backward,Normal,Dry,Daylight,0,0,1,Minor
KAG_000793,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,1,Unknown,Unknown,Driving Carelessly,Normal,Dry,Daylight,0,0,1,Minor
KAG_000794,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,18-30,31-50,Changing Lane To The Right,Normal,Wet Or Damp,Darkness - Lights Lit,0,0,1,Minor
KAG_000795,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,Over 51,Over 51,Driving To The Left,Normal,Wet Or Damp,Darkness - Lights Lit,0,0,1,Minor
KAG_000796,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,18-30,Unknown,Driving To The Left,Raining,Wet Or Damp,Darkness - Lights Lit,0,0,1,Minor
KAG_000797,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,31-50,Unknown,No Distancing,Normal,Wet Or Damp,Darkness - Lights Lit,0,0,1,Minor
KAG_000798,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,18-30,18-30,Driving Carelessly,Normal,Dry,Daylight,0,0,1,Serious
KAG_000799,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,31-50,Unknown,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_000800,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,31-50,31-50,Changing Lane To The Left,Normal,Dry,Daylight,0,0,6,Minor
KAG_000801,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,31-50,18-30,No Distancing,Normal,Dry,Daylight,0,0,6,Minor
KAG_000802,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,31-50,31-50,Driving Carelessly,Normal,Dry,Daylight,0,0,6,Minor
KAG_000803,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,31-50,Unknown,Changing Lane To The Right,Normal,Dry,Daylight,0,0,6,Minor
KAG_000804,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,31-50,18-30,Driving Carelessly,Normal,Dry,Daylight,0,0,1,Minor
KAG_000805,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,31-50,Unknown,Driving To The Left,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_000806,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,18-30,31-50,Changing Lane To The Left,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_000807,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,31-50,31-50,Changing Lane To The Right,Normal,Dry,Daylight,0,0,1,Minor
KAG_000808,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,31-50,Under 18,Moving Backward,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_000809,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,18-30,Unknown,No Distancing,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_000810,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,3,18-30,18-30,Moving Backward,Normal,Dry,Darkness - Lights Lit,0,0,2,Minor
KAG_000811,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,31-50,31-50,No Priority To Vehicle,Other,Wet Or Damp,Darkness - Lights Lit,0,0,1,Serious
KAG_000812,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,31-50,Unknown,Turnover,Raining,Wet Or Damp,Daylight,0,0,1,Minor
KAG_000813,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,3,Over 51,18-30,Changing Lane To The Left,Normal,Dry,Daylight,0,0,1,Minor
KAG_000814,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,31-50,Unknown,No Priority To Pedestrian,Normal,Dry,Daylight,0,0,1,Minor
KAG_000815,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,Over 51,Unknown,No Priority To Vehicle,Normal,Dry,Daylight,0,0,1,Minor
KAG_000816,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,1,Unknown,18-30,Driving Under The Influence Of Drugs,Normal,Dry,Daylight,0,0,1,Minor
KAG_000817,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,18-30,Under 18,Driving Carelessly,Normal,Dry,Daylight,0,0,1,Minor
KAG_000818,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,31-50,18-30,No Distancing,Normal,Dry,Daylight,0,0,2,Minor
KAG_000819,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,Unknown,Unknown,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_000820,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,1,18-30,Under 18,No Distancing,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_000821,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,18-30,31-50,No Distancing,Normal,Dry,Daylight,0,0,2,Minor
KAG_000822,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,18-30,Unknown,No Distancing,Normal,Dry,Daylight,0,0,2,Minor
KAG_000823,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,31-50,31-50,Changing Lane To The Right,Normal,Dry,Daylight,0,0,2,Minor
KAG_000824,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,1,31-50,18-30,Moving Backward,Normal,Dry,Daylight,0,0,1,Minor
KAG_000825,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,1,18-30,Unknown,Driving At High Speed,Normal,Dry,Daylight,0,0,1,Minor
KAG_000826,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,31-50,Under 18,Overturning,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_000827,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,3,Unknown,18-30,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_000828,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,31-50,Unknown,Overturning,Normal,Dry,Daylight,0,0,1,Minor
KAG_000829,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,31-50,Unknown,Driving Carelessly,Normal,Dry,Daylight,0,0,1,Minor
KAG_000830,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,Under 18,Over 51,Changing Lane To The Right,Normal,Dry,Darkness - Lights Lit,0,0,1,Serious
KAG_000831,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,31-50,Over 51,Driving Under The Influence Of Drugs,Normal,Dry,Daylight,0,0,1,Minor
KAG_000832,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,31-50,18-30,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_000833,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,Over 51,18-30,No Priority To Vehicle,Normal,Dry,Daylight,0,0,1,Minor
KAG_000834,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,1,31-50,31-50,No Priority To Vehicle,Raining,Wet Or Damp,Daylight,0,0,1,Minor
KAG_000835,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,18-30,18-30,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_000836,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,18-30,Unknown,Overturning,Normal,Dry,Daylight,0,0,1,Minor
KAG_000837,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,31-50,Unknown,Changing Lane To The Right,Normal,Dry,Daylight,0,0,1,Minor
KAG_000838,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,1,31-50,Unknown,No Priority To Vehicle,Windy,Wet Or Damp,Daylight,0,0,1,Minor
KAG_000839,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,1,Unknown,18-30,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_000840,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,31-50,31-50,Driving Carelessly,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_000841,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,1,Over 51,Unknown,No Priority To Vehicle,Normal,Dry,Daylight,0,0,1,Minor
KAG_000842,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,18-30,Under 18,No Priority To Vehicle,Normal,Dry,Daylight,0,0,1,Minor
KAG_000843,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,18-30,Unknown,Changing Lane To The Left,Normal,Dry,Daylight,0,0,1,Minor
KAG_000844,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,Over 51,31-50,Changing Lane To The Right,Normal,Dry,Daylight,0,0,1,Minor
KAG_000845,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,31-50,Unknown,Moving Backward,Normal,Dry,Daylight,0,0,1,Minor
KAG_000846,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,31-50,Over 51,No Distancing,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_000847,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,Unknown,18-30,Driving Carelessly,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_000848,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,18-30,Under 18,Driving Carelessly,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_000849,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,Under 18,31-50,Driving To The Left,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_000850,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,3,18-30,18-30,Changing Lane To The Right,Normal,Dry,Daylight,0,0,1,Minor
KAG_000851,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,Over 51,Under 18,Driving Carelessly,Normal,Dry,Daylight,0,0,1,Minor
KAG_000852,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,18-30,18-30,No Distancing,Raining,Wet Or Damp,Darkness - Lights Lit,0,0,1,Minor
KAG_000853,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,Unknown,Unknown,Overtaking,Raining,Wet Or Damp,Darkness - Lights Lit,0,0,1,Minor
KAG_000854,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,18-30,Unknown,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_000855,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,18-30,Over 51,Driving Under The Influence Of Drugs,Normal,Dry,Daylight,0,0,2,Minor
KAG_000856,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,1,18-30,18-30,Moving Backward,Normal,Dry,Daylight,0,0,1,Serious
KAG_000857,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,1,18-30,18-30,Changing Lane To The Left,Normal,Dry,Daylight,0,0,2,Serious
KAG_000858,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,31-50,18-30,No Priority To Vehicle,Normal,Dry,Daylight,0,0,1,Minor
KAG_000859,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,Under 18,Under 18,Driving Under The Influence Of Drugs,Normal,Dry,Daylight,0,0,1,Minor
KAG_000860,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,31-50,Under 18,Changing Lane To The Right,Normal,Dry,Daylight,0,0,1,Minor
KAG_000861,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,1,Unknown,Unknown,Moving Backward,Normal,Dry,Daylight,0,0,1,Minor
KAG_000862,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,Over 51,Unknown,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_000863,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,18-30,Over 51,Changing Lane To The Right,Normal,Dry,Daylight,0,0,2,Minor
KAG_000864,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,Unknown,Unknown,Changing Lane To The Left,Normal,Dry,Daylight,0,0,1,Minor
KAG_000865,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,31-50,Over 51,Changing Lane To The Right,Normal,Dry,Daylight,0,0,1,Minor
KAG_000866,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,18-30,Under 18,No Priority To Vehicle,Normal,Dry,Daylight,0,0,1,Minor
KAG_000867,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,1,Unknown,Unknown,Changing Lane To The Left,Normal,Dry,Daylight,0,0,1,Serious
KAG_000868,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,Over 51,18-30,Changing Lane To The Left,Normal,Dry,Daylight,0,0,1,Minor
KAG_000869,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,3,31-50,Unknown,Changing Lane To The Right,Raining,Wet Or Damp,Daylight,0,0,1,Minor
KAG_000870,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,3,Under 18,Unknown,No Distancing,Raining,Wet Or Damp,Daylight,0,0,1,Minor
KAG_000871,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,1,31-50,Unknown,No Priority To Vehicle,Normal,Dry,Daylight,0,0,1,Minor
KAG_000872,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,31-50,Unknown,Moving Backward,Normal,Dry,Daylight,0,0,1,Minor
KAG_000873,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,1,Unknown,18-30,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_000874,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,18-30,18-30,Changing Lane To The Left,Normal,Dry,Daylight,0,0,1,Minor
KAG_000875,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,1,18-30,31-50,Driving Carelessly,Normal,Dry,Daylight,0,0,1,Minor
KAG_000876,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,Unknown,Unknown,Changing Lane To The Right,Normal,Dry,Daylight,0,0,1,Minor
KAG_000877,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,31-50,18-30,Driving Under The Influence Of Drugs,Normal,Dry,Daylight,0,0,1,Minor
KAG_000878,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,18-30,31-50,No Priority To Pedestrian,Normal,Dry,Daylight,0,0,1,Minor
KAG_000879,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,18-30,Unknown,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_000880,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,18-30,Under 18,No Priority To Vehicle,Normal,Dry,Darkness - Lights Lit,0,0,2,Minor
KAG_000881,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,31-50,Unknown,Driving Carelessly,Normal,Dry,Daylight,0,0,2,Minor
KAG_000882,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,Unknown,Over 51,Driving Carelessly,Normal,Dry,Daylight,0,0,2,Minor
KAG_000883,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,31-50,Over 51,Changing Lane To The Right,Normal,Dry,Daylight,0,0,1,Minor
KAG_000884,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,31-50,Unknown,Changing Lane To The Right,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_000885,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,31-50,31-50,Moving Backward,Normal,Dry,Daylight,0,0,1,Minor
KAG_000886,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,Unknown,Unknown,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_000887,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,Under 18,Unknown,Driving Under The Influence Of Drugs,Normal,Dry,Daylight,0,0,1,Serious
KAG_000888,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,Unknown,31-50,No Priority To Pedestrian,Normal,Dry,Daylight,0,0,1,Minor
KAG_000889,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,18-30,18-30,Changing Lane To The Right,Normal,Dry,Daylight,0,0,1,Minor
KAG_000890,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,31-50,Under 18,Overtaking,Normal,Dry,Daylight,0,0,1,Minor
KAG_000891,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,31-50,18-30,Overloading,Normal,Dry,Daylight,0,0,1,Minor
KAG_000892,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,Under 18,31-50,Changing Lane To The Right,Normal,Dry,Daylight,0,0,1,Minor
KAG_000893,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,31-50,31-50,Moving Backward,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_000894,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,Over 51,31-50,Getting Off The Vehicle Improperly,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_000895,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,Unknown,Unknown,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_000896,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,31-50,18-30,Driving Carelessly,Normal,Dry,Daylight,0,0,1,Minor
KAG_000897,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,Over 51,Under 18,Changing Lane To The Left,Normal,Dry,Daylight,0,0,1,Minor
KAG_000898,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,Under 18,Under 18,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_000899,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,1,31-50,Under 18,Changing Lane To The Right,Normal,Dry,Daylight,0,0,2,Minor
KAG_000900,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,31-50,Under 18,Overtaking,Normal,Dry,Daylight,0,0,1,Minor
KAG_000901,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,Unknown,18-30,Changing Lane To The Right,Normal,Dry,Daylight,0,0,1,Minor
KAG_000902,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,31-50,Under 18,Driving Carelessly,Normal,Dry,Daylight,0,0,1,Minor
KAG_000903,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,Unknown,18-30,Changing Lane To The Right,Normal,Dry,Daylight,0,0,1,Minor
KAG_000904,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,18-30,18-30,No Priority To Vehicle,Normal,Dry,Daylight,0,0,1,Minor
KAG_000905,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,31-50,31-50,No Priority To Pedestrian,Normal,Dry,Daylight,0,0,1,Serious
KAG_000906,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,31-50,Over 51,Changing Lane To The Left,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_000907,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,1,Unknown,18-30,Driving Carelessly,Normal,Dry,Daylight,0,0,1,Minor
KAG_000908,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,18-30,Under 18,Changing Lane To The Right,Normal,Dry,Darkness - Lights Lit,0,0,2,Minor
KAG_000909,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,1,31-50,Unknown,No Distancing,Raining,Wet Or Damp,Daylight,0,0,1,Minor
KAG_000910,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,Over 51,31-50,Moving Backward,Normal,Dry,Daylight,0,0,1,Minor
KAG_000911,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,18-30,31-50,Changing Lane To The Right,Normal,Dry,Daylight,0,0,1,Serious
KAG_000912,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,Unknown,Unknown,Driving Carelessly,Normal,Dry,Daylight,0,0,1,Minor
KAG_000913,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,Unknown,31-50,Other,Normal,Dry,Daylight,0,0,1,Minor
KAG_000914,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,31-50,31-50,No Priority To Pedestrian,Normal,Dry,Daylight,0,0,2,Minor
KAG_000915,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,31-50,Over 51,Driving Carelessly,Normal,Dry,Daylight,0,0,1,Minor
KAG_000916,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,Unknown,31-50,Driving Carelessly,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_000917,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,18-30,Over 51,Overtaking,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_000918,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,1,Over 51,Over 51,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_000919,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,31-50,Under 18,Other,Normal,Dry,Daylight,0,0,1,Minor
KAG_000920,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,3,31-50,31-50,Driving To The Left,Normal,Dry,Daylight,0,0,2,Minor
KAG_000921,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,3,18-30,Over 51,Overtaking,Normal,Dry,Daylight,0,0,2,Minor
